Champion,Talent,Card,Card Level,Winrate,Match Count,Confidence Interval -,Confidence Interval +
Torvald,Direct Current,Glyph of Health,2,44%,409,37%,50%
Torvald,Direct Current,Timeshaper,2,46%,129,35%,57%
Torvald,Direct Current,Arcane Etching,2,44%,202,35%,52%
Torvald,Direct Current,Eldritch Speed,2,44%,181,35%,54%
Torvald,Direct Current,Glyph of the Fist,2,47%,68,32%,61%
Torvald,Direct Current,Hearthwarder,2,40%,242,32%,48%
Torvald,Direct Current,Infusion,2,41%,98,29%,54%
Torvald,Direct Current,Conduction,2,46%,50,28%,63%
Torvald,Direct Current,Vital Grasp,2,38%,171,28%,47%
Torvald,Direct Current,Lifegiver,2,37%,127,26%,48%
Torvald,Direct Current,Induction,2,44%,25,21%,66%
Torvald,Direct Current,Arcane Etching,1,49%,269,41%,56%
Torvald,Direct Current,Rune Torrent,1,45%,"1,074",41%,49%
Torvald,Direct Current,Winddancer,1,51%,131,40%,62%
Torvald,Direct Current,Eldritch Speed,1,48%,246,40%,56%
Torvald,Direct Current,Infusion,1,52%,82,38%,66%
Torvald,Direct Current,Timeshaper,1,48%,161,38%,58%
Torvald,Direct Current,Conduction,1,48%,112,36%,60%
Torvald,Direct Current,Glyph of Freedom,1,44%,240,36%,52%
Torvald,Direct Current,Glyph of Siphoning,1,44%,185,35%,54%
Torvald,Direct Current,Glyph of Health,1,42%,278,34%,49%
Torvald,Direct Current,Lifegiver,1,45%,113,33%,56%
Torvald,Direct Current,Hearthwarder,1,43%,153,33%,53%
Torvald,Direct Current,Scribe's Wit,1,41%,120,30%,52%
Torvald,Direct Current,Glyph of the Fist,1,40%,119,29%,51%
Torvald,Direct Current,Vital Grasp,1,40%,80,26%,53%
Torvald,Direct Current,Induction,1,42%,52,25%,58%
Torvald,Field Study,Lifegiver,5,49%,944,44%,53%
Torvald,Field Study,Winddancer,5,48%,876,43%,52%
Torvald,Field Study,Glyph of Health,5,49%,294,41%,56%
Torvald,Field Study,Timeshaper,5,43%,"1,044",39%,47%
Torvald,Field Study,Scribe's Wit,5,50%,113,38%,62%
Torvald,Field Study,Glyph of Freedom,5,43%,264,36%,51%
Torvald,Field Study,Hearthwarder,5,46%,129,35%,57%
Torvald,Field Study,Conduction,5,41%,100,28%,53%
Torvald,Field Study,Arcane Etching,5,50%,20,25%,74%
Torvald,Field Study,Eldritch Speed,5,50%,10,18%,81%
Torvald,Field Study,Vital Grasp,5,36%,33,16%,56%
Torvald,Field Study,Glyph of Siphoning,5,38%,13,9%,67%
Torvald,Field Study,Rune Torrent,5,40%,10,8%,71%
Torvald,Field Study,Induction,5,33%,3,0%,74%
Torvald,Field Study,Glyph of the Fist,5,25%,8,0%,56%
Torvald,Field Study,Infusion,5,16%,6,0%,48%
Torvald,Field Study,Glyph of Freedom,4,53%,278,45%,61%
Torvald,Field Study,Hearthwarder,4,52%,282,45%,60%
Torvald,Field Study,Vital Grasp,4,62%,40,44%,80%
Torvald,Field Study,Lifegiver,4,46%,735,41%,50%
Torvald,Field Study,Winddancer,4,45%,"1,257",41%,48%
Torvald,Field Study,Glyph of Health,4,48%,278,40%,56%
Torvald,Field Study,Conduction,4,45%,125,34%,56%
Torvald,Field Study,Arcane Etching,4,45%,103,33%,57%
Torvald,Field Study,Scribe's Wit,4,43%,157,33%,53%
Torvald,Field Study,Glyph of Siphoning,4,50%,44,31%,68%
Torvald,Field Study,Timeshaper,4,41%,126,30%,52%
Torvald,Field Study,Infusion,4,44%,27,22%,66%
Torvald,Field Study,Glyph of the Fist,4,29%,27,8%,50%
Torvald,Field Study,Eldritch Speed,4,22%,9,0%,51%
Torvald,Field Study,Rune Torrent,4,0%,6,0%,26%
Torvald,Field Study,Timeshaper,3,49%,289,42%,57%
Torvald,Field Study,Glyph of Freedom,3,48%,495,42%,54%
Torvald,Field Study,Glyph of Health,3,48%,460,42%,54%
Torvald,Field Study,Hearthwarder,3,45%,502,39%,50%
Torvald,Field Study,Induction,3,71%,7,38%,100%
Torvald,Field Study,Lifegiver,3,45%,287,37%,52%
Torvald,Field Study,Winddancer,3,43%,395,37%,50%
Torvald,Field Study,Vital Grasp,3,44%,155,34%,54%
Torvald,Field Study,Glyph of Siphoning,3,44%,123,33%,55%
Torvald,Field Study,Arcane Etching,3,43%,141,33%,54%
Torvald,Field Study,Conduction,3,40%,212,32%,49%
Torvald,Field Study,Eldritch Speed,3,43%,95,30%,55%
Torvald,Field Study,Scribe's Wit,3,39%,139,29%,50%
Torvald,Field Study,Rune Torrent,3,41%,36,22%,61%
Torvald,Field Study,Infusion,3,34%,50,17%,50%
Torvald,Field Study,Glyph of the Fist,3,34%,44,16%,51%
Torvald,Field Study,Infusion,2,60%,46,43%,78%
Torvald,Field Study,Lifegiver,2,54%,114,42%,66%
Torvald,Field Study,Winddancer,2,49%,285,42%,57%
Torvald,Field Study,Glyph of Health,2,45%,"1,006",41%,49%
Torvald,Field Study,Timeshaper,2,48%,293,40%,55%
Torvald,Field Study,Hearthwarder,2,45%,888,40%,49%
Torvald,Field Study,Glyph of Freedom,2,43%,929,39%,47%
Torvald,Field Study,Glyph of the Fist,2,54%,53,38%,71%
Torvald,Field Study,Eldritch Speed,2,45%,357,38%,52%
Torvald,Field Study,Vital Grasp,2,44%,333,37%,51%
Torvald,Field Study,Glyph of Siphoning,2,44%,145,33%,54%
Torvald,Field Study,Conduction,2,43%,153,33%,53%
Torvald,Field Study,Scribe's Wit,2,42%,136,31%,53%
Torvald,Field Study,Arcane Etching,2,41%,122,30%,53%
Torvald,Field Study,Rune Torrent,2,41%,62,26%,57%
Torvald,Field Study,Induction,2,12%,8,0%,40%
Torvald,Field Study,Winddancer,1,54%,146,44%,65%
Torvald,Field Study,Eldritch Speed,1,52%,208,44%,61%
Torvald,Field Study,Timeshaper,1,49%,325,42%,56%
Torvald,Field Study,Glyph of Freedom,1,49%,289,41%,56%
Torvald,Field Study,Conduction,1,49%,250,41%,57%
Torvald,Field Study,Glyph of Health,1,46%,408,40%,53%
Torvald,Field Study,Scribe's Wit,1,46%,301,39%,54%
Torvald,Field Study,Arcane Etching,1,47%,176,38%,57%
Torvald,Field Study,Glyph of Siphoning,1,45%,248,37%,53%
Torvald,Field Study,Hearthwarder,1,43%,264,36%,51%
Torvald,Field Study,Rune Torrent,1,43%,199,34%,52%
Torvald,Field Study,Infusion,1,45%,83,32%,59%
Torvald,Field Study,Vital Grasp,1,43%,121,32%,55%
Torvald,Field Study,Lifegiver,1,38%,96,26%,50%
Torvald,Field Study,Glyph of the Fist,1,45%,22,21%,69%
Torvald,Field Study,Induction,1,30%,13,3%,58%
Torvald,Thanks Grandpa,Winddancer,5,50%,"2,076",48%,53%
Torvald,Thanks Grandpa,Lifegiver,5,49%,"3,178",47%,52%
Torvald,Thanks Grandpa,Glyph of Health,5,50%,877,46%,54%
Torvald,Thanks Grandpa,Glyph of Freedom,5,48%,694,43%,53%
Torvald,Thanks Grandpa,Hearthwarder,5,47%,536,42%,53%
Torvald,Thanks Grandpa,Timeshaper,5,44%,789,39%,48%
Torvald,Thanks Grandpa,Scribe's Wit,5,45%,250,37%,53%
Torvald,Thanks Grandpa,Conduction,5,43%,367,36%,50%
Torvald,Thanks Grandpa,Arcane Etching,5,50%,74,35%,64%
Torvald,Thanks Grandpa,Glyph of Siphoning,5,43%,60,27%,58%
Torvald,Thanks Grandpa,Vital Grasp,5,38%,99,26%,50%
Torvald,Thanks Grandpa,Glyph of the Fist,5,45%,33,25%,65%
Torvald,Thanks Grandpa,Rune Torrent,5,50%,8,16%,83%
Torvald,Thanks Grandpa,Eldritch Speed,5,35%,14,8%,63%
Torvald,Thanks Grandpa,Infusion,5,27%,11,0%,55%
Torvald,Thanks Grandpa,Hearthwarder,4,51%,537,45%,56%
Torvald,Thanks Grandpa,Glyph of Freedom,4,49%,680,44%,54%
Torvald,Thanks Grandpa,Glyph of Health,4,47%,768,43%,52%
Torvald,Thanks Grandpa,Lifegiver,4,46%,"3,208",43%,48%
Torvald,Thanks Grandpa,Winddancer,4,45%,"3,563",43%,48%
Torvald,Thanks Grandpa,Scribe's Wit,4,46%,358,39%,52%
Torvald,Thanks Grandpa,Infusion,4,50%,108,38%,62%
Torvald,Thanks Grandpa,Vital Grasp,4,47%,211,38%,56%
Torvald,Thanks Grandpa,Arcane Etching,4,44%,325,37%,51%
Torvald,Thanks Grandpa,Conduction,4,44%,276,36%,52%
Torvald,Thanks Grandpa,Eldritch Speed,4,53%,41,35%,72%
Torvald,Thanks Grandpa,Timeshaper,4,41%,210,33%,50%
Torvald,Thanks Grandpa,Glyph of Siphoning,4,41%,73,26%,55%
Torvald,Thanks Grandpa,Glyph of the Fist,4,43%,37,23%,62%
Torvald,Thanks Grandpa,Rune Torrent,4,43%,16,16%,70%
Torvald,Thanks Grandpa,Induction,4,0%,2,0%,38%
Torvald,Thanks Grandpa,Timeshaper,3,52%,835,48%,57%
Torvald,Thanks Grandpa,Winddancer,3,51%,"1,103",47%,55%
Torvald,Thanks Grandpa,Glyph of Health,3,49%,914,45%,53%
Torvald,Thanks Grandpa,Hearthwarder,3,45%,"2,538",43%,48%
Torvald,Thanks Grandpa,Conduction,3,48%,502,42%,54%
Torvald,Thanks Grandpa,Glyph of Freedom,3,46%,"1,027",42%,50%
Torvald,Thanks Grandpa,Scribe's Wit,3,50%,244,41%,58%
Torvald,Thanks Grandpa,Lifegiver,3,46%,662,41%,51%
Torvald,Thanks Grandpa,Arcane Etching,3,46%,288,38%,53%
Torvald,Thanks Grandpa,Vital Grasp,3,44%,439,38%,50%
Torvald,Thanks Grandpa,Eldritch Speed,3,46%,178,37%,56%
Torvald,Thanks Grandpa,Glyph of Siphoning,3,41%,223,32%,49%
Torvald,Thanks Grandpa,Glyph of the Fist,3,41%,81,28%,55%
Torvald,Thanks Grandpa,Infusion,3,37%,117,26%,48%
Torvald,Thanks Grandpa,Rune Torrent,3,36%,44,18%,53%
Torvald,Thanks Grandpa,Induction,3,16%,18,0%,37%
Torvald,Thanks Grandpa,Timeshaper,2,51%,955,47%,55%
Torvald,Thanks Grandpa,Winddancer,2,52%,544,46%,57%
Torvald,Thanks Grandpa,Lifegiver,2,52%,434,45%,58%
Torvald,Thanks Grandpa,Glyph of Freedom,2,49%,"1,001",45%,53%
Torvald,Thanks Grandpa,Glyph of Health,2,47%,"1,232",44%,51%
Torvald,Thanks Grandpa,Scribe's Wit,2,49%,299,42%,56%
Torvald,Thanks Grandpa,Hearthwarder,2,46%,973,42%,51%
Torvald,Thanks Grandpa,Eldritch Speed,2,45%,"2,122",42%,48%
Torvald,Thanks Grandpa,Conduction,2,50%,201,41%,59%
Torvald,Thanks Grandpa,Vital Grasp,2,44%,"2,075",41%,47%
Torvald,Thanks Grandpa,Arcane Etching,2,46%,294,39%,54%
Torvald,Thanks Grandpa,Glyph of Siphoning,2,44%,507,39%,50%
Torvald,Thanks Grandpa,Glyph of the Fist,2,45%,70,31%,60%
Torvald,Thanks Grandpa,Infusion,2,42%,114,30%,53%
Torvald,Thanks Grandpa,Rune Torrent,2,40%,130,29%,51%
Torvald,Thanks Grandpa,Induction,2,36%,30,16%,57%
Torvald,Thanks Grandpa,Conduction,1,53%,357,46%,59%
Torvald,Thanks Grandpa,Timeshaper,1,50%,994,46%,54%
Torvald,Thanks Grandpa,Arcane Etching,1,51%,509,45%,56%
Torvald,Thanks Grandpa,Glyph of Health,1,49%,"1,365",45%,52%
Torvald,Thanks Grandpa,Glyph of the Fist,1,56%,123,44%,67%
Torvald,Thanks Grandpa,Scribe's Wit,1,49%,709,44%,54%
Torvald,Thanks Grandpa,Glyph of Freedom,1,48%,983,44%,52%
Torvald,Thanks Grandpa,Eldritch Speed,1,47%,712,42%,52%
Torvald,Thanks Grandpa,Hearthwarder,1,46%,"1,041",42%,50%
Torvald,Thanks Grandpa,Rune Torrent,1,47%,526,41%,53%
Torvald,Thanks Grandpa,Glyph of Siphoning,1,46%,561,41%,52%
Torvald,Thanks Grandpa,Vital Grasp,1,45%,278,38%,53%
Torvald,Thanks Grandpa,Induction,1,50%,80,36%,63%
Torvald,Thanks Grandpa,Lifegiver,1,45%,186,35%,54%
Torvald,Thanks Grandpa,Winddancer,1,41%,315,34%,48%
Torvald,Thanks Grandpa,Infusion,1,51%,43,32%,69%
Tyra,Burn Monster!,Primal Might,5,54%,"16,643",53%,55%
Tyra,Burn Monster!,Volatile,5,53%,"33,813",53%,54%
Tyra,Burn Monster!,In The Fray,5,54%,"3,504",52%,56%
Tyra,Burn Monster!,Tracker,5,54%,722,50%,59%
Tyra,Burn Monster!,Incensed,5,53%,"2,306",50%,55%
Tyra,Burn Monster!,Locked and Loaded,5,53%,"1,950",50%,56%
Tyra,Burn Monster!,Salamander Hide,5,52%,"2,257",50%,55%
Tyra,Burn Monster!,Survivalist,5,52%,"1,501",49%,56%
Tyra,Burn Monster!,Napalm,5,51%,"2,846",49%,53%
Tyra,Burn Monster!,Bandolier,5,50%,"1,833",47%,53%
Tyra,Burn Monster!,Turn The Table,5,52%,384,45%,58%
Tyra,Burn Monster!,Favored Quarry,5,52%,226,44%,61%
Tyra,Burn Monster!,Quick Release,5,56%,96,43%,68%
Tyra,Burn Monster!,Hunting Season,5,50%,235,41%,58%
Tyra,Burn Monster!,Ranger,5,49%,236,40%,57%
Tyra,Burn Monster!,Trail Blazer,5,45%,59,29%,61%
Tyra,Burn Monster!,Survivalist,4,55%,"4,138",53%,57%
Tyra,Burn Monster!,Volatile,4,53%,"19,220",52%,54%
Tyra,Burn Monster!,Incensed,4,53%,"15,152",52%,54%
Tyra,Burn Monster!,Primal Might,4,53%,"11,303",52%,54%
Tyra,Burn Monster!,Quick Release,4,59%,283,51%,66%
Tyra,Burn Monster!,Turn The Table,4,56%,720,51%,60%
Tyra,Burn Monster!,In The Fray,4,55%,899,51%,60%
Tyra,Burn Monster!,Tracker,4,54%,"1,908",51%,57%
Tyra,Burn Monster!,Locked and Loaded,4,54%,"1,688",51%,58%
Tyra,Burn Monster!,Napalm,4,53%,"4,275",51%,55%
Tyra,Burn Monster!,Salamander Hide,4,54%,827,49%,58%
Tyra,Burn Monster!,Bandolier,4,52%,"1,554",49%,56%
Tyra,Burn Monster!,Ranger,4,54%,494,48%,59%
Tyra,Burn Monster!,Trail Blazer,4,58%,106,46%,70%
Tyra,Burn Monster!,Hunting Season,4,52%,556,46%,57%
Tyra,Burn Monster!,Favored Quarry,4,50%,278,42%,57%
Tyra,Burn Monster!,Incensed,3,55%,"8,219",54%,56%
Tyra,Burn Monster!,Primal Might,3,54%,"22,944",53%,54%
Tyra,Burn Monster!,Survivalist,3,54%,"4,530",52%,56%
Tyra,Burn Monster!,Volatile,3,54%,"4,080",52%,56%
Tyra,Burn Monster!,Hunting Season,3,54%,"3,333",52%,57%
Tyra,Burn Monster!,Tracker,3,54%,"2,987",52%,57%
Tyra,Burn Monster!,Napalm,3,53%,"18,845",52%,54%
Tyra,Burn Monster!,Ranger,3,55%,"1,531",51%,58%
Tyra,Burn Monster!,Locked and Loaded,3,53%,"4,969",51%,55%
Tyra,Burn Monster!,Bandolier,3,53%,"3,024",51%,55%
Tyra,Burn Monster!,Salamander Hide,3,53%,"1,922",50%,56%
Tyra,Burn Monster!,In The Fray,3,52%,"2,508",50%,55%
Tyra,Burn Monster!,Favored Quarry,3,53%,"1,000",49%,57%
Tyra,Burn Monster!,Turn The Table,3,52%,"1,820",49%,55%
Tyra,Burn Monster!,Trail Blazer,3,53%,635,47%,58%
Tyra,Burn Monster!,Quick Release,3,52%,573,46%,57%
Tyra,Burn Monster!,Locked and Loaded,2,55%,"4,775",53%,57%
Tyra,Burn Monster!,Survivalist,2,54%,"7,558",52%,55%
Tyra,Burn Monster!,Tracker,2,54%,"3,796",52%,56%
Tyra,Burn Monster!,Hunting Season,2,54%,"3,487",52%,57%
Tyra,Burn Monster!,Incensed,2,53%,"7,638",52%,55%
Tyra,Burn Monster!,Favored Quarry,2,54%,"2,080",51%,57%
Tyra,Burn Monster!,Napalm,2,53%,"5,785",51%,55%
Tyra,Burn Monster!,Ranger,2,53%,"2,195",50%,56%
Tyra,Burn Monster!,Primal Might,2,52%,"4,970",50%,54%
Tyra,Burn Monster!,Bandolier,2,52%,"3,279",50%,54%
Tyra,Burn Monster!,Salamander Hide,2,52%,"2,870",50%,55%
Tyra,Burn Monster!,Trail Blazer,2,53%,"1,061",49%,57%
Tyra,Burn Monster!,Turn The Table,2,52%,"3,217",49%,54%
Tyra,Burn Monster!,Volatile,2,52%,"1,832",49%,55%
Tyra,Burn Monster!,In The Fray,2,52%,"1,644",49%,55%
Tyra,Burn Monster!,Quick Release,2,46%,666,41%,51%
Tyra,Burn Monster!,Volatile,1,57%,"1,062",53%,61%
Tyra,Burn Monster!,Favored Quarry,1,56%,"3,405",53%,58%
Tyra,Burn Monster!,Trail Blazer,1,55%,"2,581",52%,57%
Tyra,Burn Monster!,In The Fray,1,55%,"1,953",52%,58%
Tyra,Burn Monster!,Ranger,1,54%,"3,961",52%,56%
Tyra,Burn Monster!,Survivalist,1,53%,"17,854",52%,54%
Tyra,Burn Monster!,Locked and Loaded,1,53%,"6,701",52%,55%
Tyra,Burn Monster!,Incensed,1,53%,"6,247",52%,55%
Tyra,Burn Monster!,Tracker,1,54%,"3,835",51%,56%
Tyra,Burn Monster!,Salamander Hide,1,53%,"5,359",51%,55%
Tyra,Burn Monster!,Napalm,1,53%,"5,351",51%,55%
Tyra,Burn Monster!,Hunting Season,1,53%,"5,007",51%,55%
Tyra,Burn Monster!,Primal Might,1,53%,"2,911",51%,55%
Tyra,Burn Monster!,Bandolier,1,53%,"2,560",51%,56%
Tyra,Burn Monster!,Turn The Table,1,53%,"2,073",51%,56%
Tyra,Burn Monster!,Quick Release,1,53%,"1,025",49%,57%
Tyra,Burn Monster!,,0,0%,5,0%,28%
Tyra,Hunting Party,Ranger,5,54%,626,49%,59%
Tyra,Hunting Party,Primal Might,5,52%,365,46%,59%
Tyra,Hunting Party,Tracker,5,51%,492,45%,57%
Tyra,Hunting Party,Favored Quarry,5,50%,425,43%,56%
Tyra,Hunting Party,Napalm,5,56%,60,41%,72%
Tyra,Hunting Party,Volatile,5,50%,252,41%,58%
Tyra,Hunting Party,Locked and Loaded,5,50%,209,41%,59%
Tyra,Hunting Party,Incensed,5,65%,20,40%,89%
Tyra,Hunting Party,In The Fray,5,47%,319,39%,54%
Tyra,Hunting Party,Hunting Season,5,51%,94,38%,63%
Tyra,Hunting Party,Quick Release,5,63%,11,33%,93%
Tyra,Hunting Party,Survivalist,5,44%,110,32%,56%
Tyra,Hunting Party,Bandolier,5,40%,178,31%,49%
Tyra,Hunting Party,Salamander Hide,5,45%,22,21%,69%
Tyra,Hunting Party,Trail Blazer,5,38%,13,9%,67%
Tyra,Hunting Party,Turn The Table,5,21%,14,0%,46%
Tyra,Hunting Party,Primal Might,4,53%,481,48%,59%
Tyra,Hunting Party,Favored Quarry,4,53%,344,46%,60%
Tyra,Hunting Party,Locked and Loaded,4,58%,98,45%,70%
Tyra,Hunting Party,Tracker,4,47%,"1,124",43%,51%
Tyra,Hunting Party,Ranger,4,46%,"1,090",42%,50%
Tyra,Hunting Party,Volatile,4,46%,341,40%,53%
Tyra,Hunting Party,Survivalist,4,49%,161,39%,59%
Tyra,Hunting Party,Quick Release,4,52%,75,37%,66%
Tyra,Hunting Party,Incensed,4,44%,236,36%,53%
Tyra,Hunting Party,In The Fray,4,53%,32,32%,73%
Tyra,Hunting Party,Bandolier,4,46%,79,32%,60%
Tyra,Hunting Party,Hunting Season,4,44%,102,31%,56%
Tyra,Hunting Party,Napalm,4,44%,65,29%,59%
Tyra,Hunting Party,Trail Blazer,4,50%,18,24%,75%
Tyra,Hunting Party,Turn The Table,4,40%,47,23%,57%
Tyra,Hunting Party,Salamander Hide,4,44%,9,11%,76%
Tyra,Hunting Party,Tracker,3,53%,346,46%,60%
Tyra,Hunting Party,Ranger,3,52%,378,46%,59%
Tyra,Hunting Party,Primal Might,3,49%,890,45%,53%
Tyra,Hunting Party,Favored Quarry,3,48%,"1,160",45%,52%
Tyra,Hunting Party,Survivalist,3,51%,265,43%,59%
Tyra,Hunting Party,Incensed,3,54%,114,42%,66%
Tyra,Hunting Party,Hunting Season,3,46%,"1,098",42%,50%
Tyra,Hunting Party,Locked and Loaded,3,49%,311,41%,56%
Tyra,Hunting Party,Trail Blazer,3,56%,55,40%,72%
Tyra,Hunting Party,Bandolier,3,53%,100,40%,65%
Tyra,Hunting Party,Volatile,3,50%,142,39%,60%
Tyra,Hunting Party,In The Fray,3,50%,102,37%,62%
Tyra,Hunting Party,Napalm,3,42%,340,36%,49%
Tyra,Hunting Party,Turn The Table,3,44%,112,32%,56%
Tyra,Hunting Party,Salamander Hide,3,47%,19,21%,72%
Tyra,Hunting Party,Quick Release,3,32%,37,13%,50%
Tyra,Hunting Party,Primal Might,2,51%,320,44%,58%
Tyra,Hunting Party,Locked and Loaded,2,52%,189,43%,62%
Tyra,Hunting Party,Napalm,2,53%,140,42%,64%
Tyra,Hunting Party,Ranger,2,51%,237,42%,59%
Tyra,Hunting Party,Tracker,2,49%,294,42%,57%
Tyra,Hunting Party,Favored Quarry,2,49%,262,41%,57%
Tyra,Hunting Party,Survivalist,2,47%,444,41%,53%
Tyra,Hunting Party,Salamander Hide,2,60%,28,39%,82%
Tyra,Hunting Party,Hunting Season,2,46%,266,38%,54%
Tyra,Hunting Party,Turn The Table,2,44%,298,36%,51%
Tyra,Hunting Party,Incensed,2,46%,96,34%,59%
Tyra,Hunting Party,Volatile,2,44%,109,33%,56%
Tyra,Hunting Party,Bandolier,2,42%,147,31%,52%
Tyra,Hunting Party,Quick Release,2,47%,38,28%,66%
Tyra,Hunting Party,In The Fray,2,44%,58,28%,60%
Tyra,Hunting Party,Trail Blazer,2,33%,60,18%,48%
Tyra,Hunting Party,Volatile,1,58%,115,46%,69%
Tyra,Hunting Party,Hunting Season,1,52%,369,45%,58%
Tyra,Hunting Party,Survivalist,1,50%,582,45%,55%
Tyra,Hunting Party,Salamander Hide,1,59%,62,44%,74%
Tyra,Hunting Party,Bandolier,1,54%,159,44%,64%
Tyra,Hunting Party,Quick Release,1,57%,71,43%,72%
Tyra,Hunting Party,Favored Quarry,1,51%,279,43%,59%
Tyra,Hunting Party,Primal Might,1,47%,"1,107",43%,51%
Tyra,Hunting Party,Tracker,1,55%,100,42%,67%
Tyra,Hunting Party,Napalm,1,56%,58,41%,72%
Tyra,Hunting Party,Incensed,1,53%,114,41%,65%
Tyra,Hunting Party,Ranger,1,51%,166,41%,61%
Tyra,Hunting Party,Locked and Loaded,1,47%,435,41%,53%
Tyra,Hunting Party,Trail Blazer,1,49%,155,38%,59%
Tyra,Hunting Party,In The Fray,1,51%,31,30%,72%
Tyra,Hunting Party,Turn The Table,1,38%,65,23%,53%
Tyra,Hunting Party,,0,100%,5,71%,100%
Tyra,Mercy Kill,In The Fray,5,54%,"33,940",53%,55%
Tyra,Mercy Kill,Turn The Table,5,56%,"1,041",52%,60%
Tyra,Mercy Kill,Bandolier,5,54%,"11,909",52%,55%
Tyra,Mercy Kill,Primal Might,5,54%,"4,092",52%,56%
Tyra,Mercy Kill,Survivalist,5,52%,"1,719",49%,55%
Tyra,Mercy Kill,Volatile,5,51%,"1,020",47%,55%
Tyra,Mercy Kill,Tracker,5,55%,173,45%,65%
Tyra,Mercy Kill,Trail Blazer,5,58%,58,42%,74%
Tyra,Mercy Kill,Salamander Hide,5,53%,117,42%,65%
Tyra,Mercy Kill,Locked and Loaded,5,49%,423,42%,55%
Tyra,Mercy Kill,Quick Release,5,53%,76,39%,68%
Tyra,Mercy Kill,Napalm,5,45%,155,35%,55%
Tyra,Mercy Kill,Hunting Season,5,49%,61,33%,64%
Tyra,Mercy Kill,Favored Quarry,5,46%,45,28%,64%
Tyra,Mercy Kill,Ranger,5,36%,63,21%,51%
Tyra,Mercy Kill,Incensed,5,29%,34,10%,48%
Tyra,Mercy Kill,Survivalist,4,54%,"7,141",53%,56%
Tyra,Mercy Kill,Primal Might,4,54%,"8,856",52%,55%
Tyra,Mercy Kill,Bandolier,4,53%,"7,133",51%,54%
Tyra,Mercy Kill,Turn The Table,4,53%,"3,458",51%,55%
Tyra,Mercy Kill,In The Fray,4,54%,"1,280",50%,57%
Tyra,Mercy Kill,Quick Release,4,54%,"1,049",50%,58%
Tyra,Mercy Kill,Tracker,4,46%,526,41%,52%
Tyra,Mercy Kill,Volatile,4,45%,"1,105",41%,49%
Tyra,Mercy Kill,Locked and Loaded,4,47%,344,40%,54%
Tyra,Mercy Kill,Incensed,4,44%,923,40%,48%
Tyra,Mercy Kill,Napalm,4,47%,235,38%,55%
Tyra,Mercy Kill,Ranger,4,45%,261,37%,53%
Tyra,Mercy Kill,Favored Quarry,4,43%,96,31%,56%
Tyra,Mercy Kill,Trail Blazer,4,50%,28,28%,71%
Tyra,Mercy Kill,Hunting Season,4,38%,83,25%,51%
Tyra,Mercy Kill,Salamander Hide,4,41%,36,22%,61%
Tyra,Mercy Kill,Survivalist,3,54%,"4,048",52%,56%
Tyra,Mercy Kill,Primal Might,3,53%,"11,018",52%,55%
Tyra,Mercy Kill,Turn The Table,3,53%,"4,461",51%,55%
Tyra,Mercy Kill,Bandolier,3,52%,"3,853",50%,55%
Tyra,Mercy Kill,Locked and Loaded,3,52%,"1,596",49%,55%
Tyra,Mercy Kill,Incensed,3,53%,518,48%,59%
Tyra,Mercy Kill,Quick Release,3,52%,575,47%,57%
Tyra,Mercy Kill,In The Fray,3,51%,880,46%,55%
Tyra,Mercy Kill,Hunting Season,3,50%,"1,303",46%,53%
Tyra,Mercy Kill,Tracker,3,50%,885,46%,54%
Tyra,Mercy Kill,Volatile,3,47%,582,42%,52%
Tyra,Mercy Kill,Napalm,3,44%,"1,204",40%,48%
Tyra,Mercy Kill,Favored Quarry,3,46%,337,39%,53%
Tyra,Mercy Kill,Ranger,3,47%,163,37%,57%
Tyra,Mercy Kill,Trail Blazer,3,43%,151,33%,53%
Tyra,Mercy Kill,Salamander Hide,3,43%,134,32%,54%
Tyra,Mercy Kill,Primal Might,2,55%,"3,697",53%,57%
Tyra,Mercy Kill,Turn The Table,2,54%,"10,733",53%,55%
Tyra,Mercy Kill,Survivalist,2,53%,"11,029",52%,54%
Tyra,Mercy Kill,Quick Release,2,53%,"1,540",50%,57%
Tyra,Mercy Kill,Bandolier,2,52%,"3,168",50%,55%
Tyra,Mercy Kill,Tracker,2,52%,"2,066",49%,55%
Tyra,Mercy Kill,Ranger,2,56%,271,48%,63%
Tyra,Mercy Kill,Incensed,2,52%,706,48%,57%
Tyra,Mercy Kill,In The Fray,2,54%,318,47%,61%
Tyra,Mercy Kill,Locked and Loaded,2,50%,856,46%,55%
Tyra,Mercy Kill,Napalm,2,50%,672,45%,55%
Tyra,Mercy Kill,Trail Blazer,2,51%,249,43%,59%
Tyra,Mercy Kill,Hunting Season,2,48%,666,43%,53%
Tyra,Mercy Kill,Favored Quarry,2,50%,266,42%,58%
Tyra,Mercy Kill,Volatile,2,47%,521,41%,52%
Tyra,Mercy Kill,Salamander Hide,2,45%,140,35%,56%
Tyra,Mercy Kill,Bandolier,1,55%,"5,681",53%,57%
Tyra,Mercy Kill,Turn The Table,1,55%,"5,576",53%,57%
Tyra,Mercy Kill,Quick Release,1,54%,"5,566",53%,56%
Tyra,Mercy Kill,Hunting Season,1,55%,"1,839",52%,58%
Tyra,Mercy Kill,Ranger,1,55%,"1,818",52%,58%
Tyra,Mercy Kill,Locked and Loaded,1,54%,"11,220",52%,55%
Tyra,Mercy Kill,Trail Blazer,1,56%,815,51%,60%
Tyra,Mercy Kill,Survivalist,1,53%,"7,576",51%,54%
